enroll,SAT,GPA,scholarship
0,1265,3.33,0.0
0,1535,3.78,0.0
0,1314,3.18,0.0
0,1219,3.22,0.0
0,1407,3.55,6000.0
0,1531,3.79,10600.0
0,1424,3.46,10700.0
1,1152,2.9,0.0
0,1258,3.16,0.0
1,1066,2.64,0.0
0,1460,3.52,17500.0
0,1262,3.26,0.0
0,1501,3.74,0.0
1,1134,2.76,13200.0
1,1014,2.59,0.0
0,1447,3.79,0.0
1,1168,2.83,0.0
1,1032,2.67,0.0
1,1119,2.89,7100.0
1,1000,2.57,19900.0
0,1437,3.6,14800.0
1,1115,2.94,0.0
1,1213,2.96,0.0
1,1293,3.05,12100.0
1,1067,2.74,24700.000000000004
1,1384,3.51,21800.0
0,1230,3.19,0.0
0,1509,3.77,20000.0
1,1330,3.51,20900.0
1,1173,2.82,0.0
1,1095,2.73,15700.0
0,1221,3.15,0.0
0,1465,3.47,13200.0
1,1359,3.54,24800.0
1,1043,2.64,5800.0
1,1117,2.94,9400.0
0,1471,3.85,13700.000000000002
0,1371,3.61,16600.0
1,1028,2.63,12800.0
0,1483,3.54,13799.999999999998
1,1380,3.57,19100.0
0,1575,3.95,10000.0
0,1551,3.92,0.0
1,1177,2.85,0.0
1,1001,2.48,0.0
0,1449,3.81,14500.0
1,1021,2.64,19000.0
0,1554,3.9,11500.0
0,1304,3.38,0.0
1,1264,3.28,18100.0
0,1507,3.95,14500.0
0,1332,3.16,0.0
0,1547,4.04,23000.0
1,1324,3.42,20200.0
1,1320,3.26,12800.0
1,1201,2.92,6800.000000000001
1,1193,3.11,17700.0
0,1458,3.82,11299.999999999998
0,1326,3.12,5300.0
1,1364,3.43,24500.0
1,1359,3.57,20400.0
1,1002,2.6,9100.0
1,1250,2.97,8100.000000000001
0,1501,3.75,6800.000000000001
1,1103,2.69,0.0
1,1190,3.14,19400.0
0,1335,3.24,0.0
1,1407,3.55,23500.0
0,1333,3.42,8000.0
1,1036,2.41,7400.0
1,1068,2.55,0.0
1,1103,2.65,19900.0
1,1154,3.07,20099.999999999996
1,1098,2.82,0.0
0,1372,3.49,15100.0
1,1062,2.63,0.0
1,1238,3.12,6899.999999999999
0,1312,3.41,0.0
0,1571,3.94,12600.0
1,1020,2.38,8800.0
1,1021,2.37,0.0
0,1557,3.69,0.0
0,1453,3.76,8600.0
1,1128,2.88,0.0
1,1401,3.3,17100.0
0,1509,3.85,20200.0
0,1304,3.41,0.0
0,1361,3.52,0.0
1,1193,3.1,0.0
0,1310,3.27,0.0
0,1345,3.27,0.0
1,1129,2.78,0.0
1,1209,2.91,0.0
1,1177,2.84,0.0
1,1366,3.26,14200.0
0,1293,3.05,0.0
0,1500,3.67,5699.999999999999
0,1540,3.92,5200.0
1,1024,2.56,9300.0
1,1030,2.66,0.0
1,1071,2.81,0.0
0,1572,3.78,0.0
0,1526,4.01,22300.0
1,1238,3.13,11100.000000000002
1,1037,2.52,0.0
1,1148,2.87,0.0
0,1243,3.04,0.0
1,1127,2.7,0.0
0,1359,3.44,8300.0
0,1552,3.92,6899.999999999999
1,1179,3.12,14100.0
1,1153,2.9,0.0
1,1024,2.57,7800.0
1,1212,3.22,10700.0
1,1152,2.99,0.0
0,1432,3.41,11800.0
1,1133,2.8,14100.0
1,1059,2.62,0.0
1,1149,2.93,0.0
0,1450,3.51,21500.0
0,1501,3.84,6800.000000000001
0,1435,3.62,11200.000000000002
1,1182,3.1,12300.0
1,1160,2.7,0.0
0,1459,3.57,22100.0
1,1153,2.71,14900.0
1,1064,2.46,13000.0
0,1538,3.66,0.0
1,1222,2.89,13000.0
0,1403,3.47,12600.0
0,1350,3.31,8700.0
1,1246,3.21,14700.0
1,1197,2.85,13300.0
0,1354,3.45,5200.0
1,1047,2.42,9600.0
1,1164,3.02,12200.0
1,1291,3.33,12100.0
0,1398,3.59,18800.0
1,1013,2.65,12400.0
0,1411,3.57,0.0
0,1579,3.88,13799.999999999998
1,1101,2.94,0.0
0,1443,3.78,0.0
0,1502,3.71,14700.0
1,1038,2.76,0.0
0,1378,3.33,8100.000000000001
1,1252,3.13,15400.0
0,1370,3.4,0.0
1,1159,2.99,6400.0
1,1188,2.85,0.0
0,1296,3.39,0.0
1,1391,3.44,22400.000000000004
1,1104,2.69,22100.0
1,1303,3.43,16400.0
0,1292,3.33,0.0
0,1255,3.1,0.0
0,1510,3.66,18700.0
0,1246,3.19,0.0
0,1291,3.38,8900.0
1,1107,2.59,22599.999999999996
1,1232,3.01,18900.0
1,1073,2.74,18200.0
0,1285,3.28,5699.999999999999
1,1211,3.07,11399.999999999998
0,1259,2.99,0.0
0,1409,3.42,13500.0
0,1247,3.01,0.0
0,1382,3.63,13899.999999999998
1,1126,2.99,5900.0
0,1469,3.53,9000.0
0,1427,3.41,12000.0
1,1017,2.66,0.0
1,1029,2.7,10900.0
0,1389,3.53,14200.0
1,1214,2.9,0.0
1,1191,2.99,0.0
1,1138,2.7,6899.999999999999
0,1321,3.15,0.0
1,1142,2.75,0.0
1,1040,2.77,0.0
1,1011,2.61,0.0
1,1127,2.82,0.0
1,1076,2.75,0.0
0,1354,3.41,8500.0
0,1338,3.46,0.0
1,1243,3.15,16100.000000000002
1,1074,2.49,0.0
1,1138,2.66,0.0
0,1461,3.7,22799.999999999996
1,1069,2.51,0.0
0,1330,3.32,0.0
1,1311,3.36,11000.0
0,1232,3.24,0.0
1,1018,2.43,13700.000000000002
1,1018,2.66,0.0
1,1081,2.78,14900.0
0,1551,3.98,15500.0
0,1314,3.26,7000.0
1,1000,2.57,0.0
1,1409,3.33,19200.0
1,1044,2.66,0.0
1,1239,2.93,0.0
0,1219,3.23,0.0
0,1450,3.43,14200.0
0,1515,3.82,11100.000000000002
0,1249,3.18,0.0
0,1572,3.75,18300.0
0,1442,3.42,10500.0
1,1187,3.08,0.0
1,1125,2.72,8700.0
0,1544,4.0,6000.0
0,1478,3.57,21900.0
0,1511,3.76,0.0
1,1259,3.02,7800.0
0,1249,3.18,0.0
1,1246,3.12,10100.0
1,1140,2.91,9900.0
1,1121,2.96,13500.0
1,1031,2.77,0.0
1,1055,2.55,6899.999999999999
1,1010,2.5,0.0
0,1513,3.82,6100.0
1,1405,3.55,22200.000000000004
1,1028,2.67,8200.0
0,1554,3.85,13400.0
0,1555,3.78,18400.0
0,1566,3.96,13899.999999999998
0,1336,3.46,0.0
0,1420,3.46,6500.0
0,1504,3.67,0.0
1,1189,2.84,0.0
0,1351,3.55,14200.0
1,1149,3.07,0.0
1,1270,3.05,5200.0
1,1106,2.73,0.0
0,1232,3.05,0.0
0,1549,4.03,11399.999999999998
0,1565,3.9,6100.0
0,1505,3.68,7700.0
1,1331,3.45,15800.0
1,1126,2.72,22900.0
0,1503,3.77,8500.0
0,1457,3.44,19000.0
0,1475,3.66,24900.000000000004
1,1127,2.62,15100.0
1,1253,2.96,14400.0
0,1449,3.67,23200.0
0,1434,3.61,10600.0
0,1345,3.23,6500.0
1,1017,2.38,0.0
0,1301,3.13,0.0
0,1324,3.2,0.0
0,1550,3.8,22200.000000000004
0,1489,3.74,18900.0
1,1018,2.45,13700.000000000002
0,1302,3.3,5699.999999999999
1,1054,2.81,12700.0
1,1105,2.72,0.0
1,1247,3.04,8100.000000000001
1,1277,3.01,11399.999999999998
0,1255,3.33,0.0
0,1495,3.67,12700.0
1,1227,3.15,5200.0
0,1469,3.67,5500.0
0,1482,3.9,0.0
1,1142,2.86,0.0
0,1283,3.05,0.0
1,1015,2.36,6100.0
0,1569,3.74,5300.0
0,1546,3.8,0.0
1,1041,2.5,0.0
0,1444,3.44,6700.0
0,1578,4.09,9800.0
0,1319,3.24,0.0
0,1274,3.1,0.0
0,1486,3.6,20099.999999999996
1,1107,2.6,19000.0
1,1044,2.74,0.0
0,1479,3.88,10700.0
1,1236,3.09,11800.0
0,1497,3.92,12000.0
0,1516,3.79,10500.0
0,1385,3.53,7300.0
1,1121,2.81,0.0
1,1307,3.15,7100.0
0,1403,3.34,8400.0
1,1211,3.05,0.0
1,1145,2.85,9400.0
0,1309,3.43,0.0
0,1426,3.62,5900.0
1,1096,2.77,0.0
0,1522,3.96,14700.0
1,1089,2.74,0.0
1,1408,3.37,21400.0
0,1499,3.95,7300.0
1,1297,3.24,7800.0
1,1108,2.58,0.0
0,1339,3.29,0.0
0,1523,3.94,9000.0
0,1360,3.43,13799.999999999998
0,1461,3.69,0.0
0,1414,3.36,14400.0
1,1248,3.16,21100.0
0,1416,3.43,0.0
0,1224,3.22,0.0
1,1211,3.1,0.0
1,1229,2.99,0.0
0,1323,3.31,0.0
0,1236,3.17,0.0
1,1115,2.65,20600.0
1,1105,2.56,0.0
1,1132,2.74,0.0
1,1006,2.63,0.0
0,1368,3.35,13000.0
1,1207,2.92,9900.0
1,1251,2.94,0.0
0,1534,3.67,0.0
0,1408,3.72,5800.0
1,1050,2.64,0.0
0,1569,4.1,8900.0
1,1060,2.49,0.0
0,1346,3.45,12200.0
0,1515,3.93,14900.0
0,1565,3.91,16800.0
0,1551,3.75,24800.0
1,1160,3.04,0.0
1,1353,3.39,23500.0
1,1088,2.7,7100.0
0,1381,3.44,10600.0
1,1251,2.93,24800.0
1,1198,3.14,0.0
0,1508,3.8,13500.0
0,1249,3.15,0.0
1,1067,2.7,21000.0
1,1002,2.37,9600.0
0,1252,3.26,0.0
1,1029,2.5,6200.0
1,1015,2.45,0.0
1,1003,2.55,5300.0
1,1018,2.38,0.0
1,1105,2.75,13000.0
0,1366,3.59,0.0
0,1505,3.91,9200.0
1,1458,3.51,23100.0
0,1440,3.42,5000.0
1,1120,2.76,20299.999999999996
1,1117,2.83,0.0
0,1432,3.59,18100.0
0,1364,3.51,0.0
1,1019,2.66,0.0
0,1463,3.54,13899.999999999998
1,1320,3.13,9300.0
0,1416,3.55,9900.0
0,1493,3.62,14400.0
0,1269,3.29,0.0
1,1079,2.8,6200.0
0,1379,3.52,13799.999999999998
0,1379,3.38,0.0
0,1293,3.21,0.0
1,1223,3.01,0.0
0,1451,3.43,9600.0
0,1246,3.16,0.0
0,1361,3.5,0.0
0,1445,3.74,6500.0
0,1502,3.58,21400.0
0,1517,3.6,0.0
0,1471,3.5,6899.999999999999
0,1466,3.79,0.0
1,1160,2.89,0.0
0,1354,3.33,0.0
1,1117,2.74,0.0
0,1294,3.11,0.0
0,1314,3.21,0.0
1,1040,2.45,0.0
0,1363,3.45,8400.0
1,1164,2.91,0.0
0,1358,3.51,16500.0
1,1024,2.45,9700.0
1,1024,2.67,13200.0
1,1231,3.01,6500.0
1,1101,2.86,0.0
1,1352,3.47,19800.0
0,1551,3.85,17700.0
0,1346,3.51,11900.0
1,1091,2.53,0.0
1,1107,2.59,23300.0
1,1138,2.66,0.0
1,1044,2.65,0.0
1,1278,3.02,15200.0
0,1572,3.8,13899.999999999998
1,1214,2.84,23100.0
0,1487,3.61,18600.0
1,1007,2.62,8900.0
1,1084,2.85,0.0
1,1184,3.01,12600.0
0,1383,3.36,7300.0
1,1166,3.03,0.0
1,1086,2.72,0.0
1,1301,3.2,23300.0
0,1454,3.58,5500.0
1,1122,2.74,17700.0
1,1052,2.55,10500.0
0,1569,3.92,0.0
1,1176,2.76,0.0
1,1210,2.92,0.0
1,1003,2.49,11000.0
1,1092,2.69,7500.0
1,1203,2.96,0.0
0,1517,3.98,6500.0
1,1111,2.97,0.0
1,1007,2.43,11600.0
1,1350,3.35,23500.0
1,1325,3.23,23400.0
1,1092,2.65,0.0
0,1510,3.95,0.0
1,1050,2.59,0.0
1,1122,2.7,0.0
0,1456,3.77,20600.0
1,1054,2.5,14400.0
0,1423,3.71,10400.0
1,1038,2.64,5600.000000000001
0,1372,3.37,0.0
1,1077,2.5,0.0
1,1163,2.9,5400.0
1,1104,2.65,9200.0
1,1008,2.38,0.0
0,1419,3.4,10400.0
0,1510,3.59,12500.0
1,1070,2.68,0.0
1,1174,3.12,8000.0
1,1144,2.84,7300.0
0,1242,3.13,0.0
1,1121,2.64,0.0
0,1367,3.6,15000.0
1,1314,3.46,13700.000000000002
1,1033,2.5,7700.0
1,1089,2.88,11700.0
0,1522,3.77,11900.0
0,1273,3.26,0.0
0,1473,3.81,13899.999999999998
0,1268,3.11,0.0
1,1128,2.85,14900.0
0,1525,3.75,6700.0
1,1047,2.54,0.0
0,1575,3.88,7600.0
1,1182,2.85,9700.0
0,1463,3.61,17400.0
1,1078,2.66,0.0
1,1300,3.18,24800.0
0,1462,3.59,0.0
1,1034,2.57,0.0
0,1344,3.45,0.0
1,1213,3.08,0.0
0,1256,3.07,0.0
1,1248,2.95,0.0
1,1247,3.2,12500.0
0,1292,3.34,0.0
1,1013,2.68,20099.999999999996
0,1276,3.38,0.0
0,1483,3.62,12400.0
1,1256,3.11,8800.0
1,1088,2.67,0.0
1,1285,3.26,10400.0
1,1339,3.48,16000.0
0,1218,3.19,0.0
0,1516,3.81,12800.0
0,1441,3.7,10000.0
1,1007,2.68,7700.0
0,1563,4.1,5200.0
0,1576,4.06,7300.0
0,1492,3.62,5100.0
1,1239,2.97,0.0
1,1146,2.84,0.0
0,1307,3.31,7200.0
1,1211,2.83,0.0
1,1180,2.9,0.0
0,1330,3.42,0.0
0,1574,3.82,9500.0
1,1154,2.88,24300.0
0,1449,3.59,21900.0
0,1294,3.37,9100.0
1,1311,3.37,14800.0
1,1125,2.64,0.0
0,1445,3.6,10600.0
1,1173,2.82,24200.0
1,1016,2.63,6899.999999999999
1,1379,3.46,24900.000000000004
1,1169,2.98,0.0
0,1296,3.19,0.0
0,1504,3.66,10000.0
0,1357,3.35,7300.0
1,1114,2.64,22900.0
0,1276,3.11,0.0
1,1059,2.6,0.0
0,1520,3.87,0.0
1,1122,2.7,0.0
1,1154,2.83,0.0
0,1322,3.35,0.0
1,1081,2.52,12200.0
0,1343,3.34,0.0
0,1276,3.01,0.0
0,1320,3.48,7600.0
0,1508,3.9,20200.0
1,1078,2.74,13300.0
0,1300,3.31,0.0
0,1436,3.75,16900.0
0,1546,3.86,13200.0
0,1282,3.29,0.0
1,1202,2.94,5400.0
1,1088,2.76,6100.0
0,1304,3.42,5400.0
0,1479,3.56,0.0
1,1119,2.66,11200.000000000002
0,1428,3.51,9200.0
1,1094,2.86,0.0
0,1229,3.19,0.0
0,1306,3.41,10600.0
1,1113,2.7,0.0
1,1050,2.66,0.0
1,1166,3.04,0.0
0,1531,3.76,0.0
1,1246,2.96,0.0
0,1494,3.69,20900.0
1,1013,2.53,8000.0
1,1165,2.93,0.0
0,1517,3.66,0.0
1,1119,2.78,0.0
0,1444,3.74,21300.0
0,1261,3.03,0.0
1,1360,3.31,17900.0
0,1271,3.29,0.0
0,1543,3.93,12700.0
1,1314,3.19,22700.0
1,1132,2.87,0.0
1,1054,2.53,0.0
1,1359,3.41,23700.0
0,1337,3.42,9000.0
0,1450,3.69,5100.0
0,1474,3.5,13100.0
1,1187,3.09,0.0
0,1300,3.28,5000.0
1,1211,3.05,0.0
0,1459,3.61,12700.0
0,1457,3.79,17300.0
0,1291,3.34,0.0
1,1192,3.15,0.0
0,1477,3.55,0.0
0,1320,3.46,0.0
0,1528,3.83,14700.0
0,1470,3.55,0.0
1,1142,3.04,0.0
1,1130,3.0,0.0
1,1255,3.02,13400.0
0,1360,3.53,8600.0
1,1203,2.86,8300.0
0,1508,3.9,0.0
1,1053,2.7,0.0
1,1146,3.06,0.0
0,1215,3.11,0.0
1,1027,2.74,11000.0
1,1053,2.8,0.0
1,1189,3.07,0.0
0,1544,3.81,7300.0
0,1483,3.54,18200.0
0,1513,3.74,13799.999999999998
1,1020,2.44,21800.0
1,1443,3.48,21900.0
1,1147,2.9,0.0
1,1123,2.84,0.0
1,1418,3.48,22500.0
0,1543,3.72,21300.0
1,1132,2.92,0.0
0,1367,3.49,15400.0
1,1263,3.13,22500.0
1,1013,2.65,17200.0
1,1382,3.29,16100.000000000002
0,1295,3.05,0.0
1,1256,2.94,12200.0
0,1503,3.91,9600.0
1,1064,2.67,0.0
0,1363,3.42,0.0
0,1337,3.35,7800.0
0,1385,3.5,13400.0
0,1490,3.9,8200.0
0,1561,4.07,8800.0
0,1412,3.72,0.0
0,1466,3.49,13899.999999999998
1,1239,3.28,19100.0
1,1015,2.39,0.0
1,1212,2.94,0.0
0,1359,3.26,7500.0
1,1068,2.84,0.0
0,1360,3.27,11299.999999999998
0,1546,3.86,11500.0
1,1035,2.6,9000.0
1,1155,2.88,10300.0
1,1209,2.95,7600.0
0,1437,3.45,0.0
0,1569,3.98,20500.0
0,1541,3.92,15700.0
0,1446,3.5,19200.0
0,1328,3.13,0.0
0,1296,3.3,6000.0
0,1480,3.87,0.0
1,1055,2.81,0.0
1,1146,2.94,0.0
0,1337,3.24,0.0
0,1300,3.15,0.0
1,1206,3.21,16000.0
1,1187,2.91,0.0
0,1521,3.75,24200.0
1,1183,2.87,0.0
1,1069,2.7,0.0
0,1366,3.38,14500.0
1,1108,2.65,0.0
0,1214,3.11,0.0
1,1135,2.84,0.0
0,1318,3.19,6300.0
1,1047,2.76,0.0
1,1151,3.07,0.0
0,1515,3.61,0.0
0,1514,3.74,11000.0
1,1038,2.69,0.0
0,1409,3.41,13300.0
0,1539,3.78,0.0
1,1223,2.89,0.0
0,1362,3.26,0.0
0,1556,4.09,14300.0
1,1227,3.04,0.0
1,1014,2.41,0.0
1,1139,2.9,5400.0
0,1496,3.83,12100.0
0,1575,3.93,0.0
1,1060,2.83,0.0
0,1328,3.36,11800.0
0,1434,3.68,0.0
1,1083,2.81,0.0
0,1576,3.95,5200.0
1,1215,2.88,9500.0
1,1064,2.55,0.0
0,1328,3.45,5600.000000000001
0,1304,3.35,7900.0
0,1511,3.87,20000.0
1,1133,2.74,24600.0
0,1534,3.67,20500.0
1,1136,2.81,0.0
0,1515,3.98,10900.0
0,1396,3.33,5800.0
0,1501,3.74,8700.0
0,1567,4.07,5900.0
1,1197,2.92,0.0
1,1138,2.81,0.0
0,1261,3.08,0.0
0,1443,3.59,0.0
1,1149,2.9,6100.0
1,1426,3.65,24700.000000000004
1,1149,2.98,7500.0
0,1261,3.15,0.0
0,1394,3.68,0.0
1,1003,2.53,14100.0
0,1436,3.76,23800.0
0,1342,3.45,0.0
1,1116,2.93,0.0
1,1074,2.56,0.0
1,1050,2.44,23800.0
0,1571,3.79,18800.0
0,1498,3.78,15100.0
1,1150,2.7,0.0
1,1009,2.36,0.0
0,1502,3.56,19200.0
1,1089,2.68,5500.0
0,1406,3.48,6200.0
0,1496,3.92,22599.999999999996
0,1576,3.74,0.0
1,1126,2.84,0.0
0,1207,3.15,0.0
1,1044,2.51,11700.0
1,1285,3.13,14800.0
1,1075,2.56,0.0
1,1205,3.01,13500.0
0,1223,3.09,0.0
0,1267,3.1,0.0
1,1223,2.92,13100.0
0,1574,3.89,5400.0
1,1192,2.88,0.0
0,1384,3.61,19600.0
1,1100,2.89,0.0
0,1318,3.37,0.0
1,1069,2.65,0.0
1,1104,2.91,0.0
0,1375,3.45,6899.999999999999
1,1156,2.92,11000.0
0,1543,3.86,0.0
0,1504,3.93,21700.0
0,1420,3.74,9700.0
1,1007,2.47,5500.0
1,1061,2.68,5900.0
1,1174,3.0,5699.999999999999
1,1084,2.89,0.0
1,1249,2.98,20500.0
1,1138,2.86,13500.0
1,1146,2.73,10300.0
0,1548,3.93,20500.0
0,1295,3.27,0.0
1,1120,2.89,0.0
1,1125,2.97,0.0
1,1192,2.85,17300.0
0,1570,4.08,14800.0
0,1253,3.21,0.0
1,1258,3.08,14700.0
0,1580,3.84,8800.0
0,1399,3.66,14800.0
0,1533,3.95,18300.0
0,1479,3.58,15200.0
0,1562,3.9,11900.0
0,1317,3.23,0.0
1,1127,2.88,8000.0
1,1091,2.8,0.0
0,1409,3.39,0.0
1,1322,3.17,12300.0
0,1559,3.82,0.0
0,1533,3.72,5699.999999999999
0,1351,3.57,0.0
1,1350,3.53,23800.0
0,1298,3.2,0.0
1,1078,2.73,0.0
0,1309,3.09,0.0
1,1103,2.63,0.0
0,1493,3.93,24800.0
1,1178,3.14,12800.0
1,1216,2.96,0.0
0,1542,3.76,6600.0
0,1486,3.85,18500.0
0,1495,3.6,8900.0
1,1012,2.35,10900.0
0,1576,3.79,0.0
1,1083,2.72,0.0
1,1204,3.08,15800.0
1,1210,3.03,16900.0
0,1350,3.34,12900.0
1,1237,2.92,0.0
0,1519,3.95,13600.000000000002
0,1488,3.73,19900.0
0,1358,3.43,6000.0
1,1136,2.81,8800.0
1,1293,3.36,15400.0
0,1404,3.51,0.0
0,1512,3.96,12100.0
0,1407,3.49,17400.0
1,1375,3.49,22900.0
1,1107,2.7,0.0
0,1284,3.33,5100.0
1,1057,2.68,0.0
0,1444,3.56,14900.0
0,1556,3.87,7400.0
0,1512,3.88,24600.0
0,1458,3.81,0.0
0,1575,3.95,7900.0
1,1040,2.64,6800.000000000001
0,1286,3.3,0.0
0,1245,3.12,0.0
0,1265,3.24,0.0
0,1397,3.5,15600.0
1,1199,3.1,0.0
0,1367,3.25,10700.0
0,1474,3.49,14500.0
1,1058,2.63,5800.0
1,1418,3.43,24000.0
0,1444,3.55,13500.0
1,1164,2.98,0.0
1,1294,3.3,10200.0
1,1248,2.95,0.0
0,1292,3.24,7400.0
0,1347,3.24,0.0
0,1256,3.07,0.0
1,1228,3.05,14700.0
0,1478,3.87,0.0
1,1077,2.78,0.0
1,1170,2.99,9700.0
1,1237,3.17,16200.000000000002
0,1386,3.52,0.0
0,1470,3.62,0.0
1,1017,2.38,11800.0
1,1134,2.8,9400.0
1,1066,2.5,0.0
0,1215,3.13,0.0
0,1479,3.8,6600.0
1,1292,3.36,13300.0
0,1449,3.68,20299.999999999996
0,1320,3.33,10800.0
0,1395,3.68,0.0
1,1137,2.76,0.0
1,1298,3.17,22100.0
1,1110,2.59,11800.0
1,1409,3.47,24200.0
0,1412,3.67,0.0
0,1339,3.47,0.0
1,1257,3.17,17900.0
0,1324,3.32,0.0
0,1269,3.3,0.0
1,1362,3.42,23600.0
0,1409,3.72,5699.999999999999
1,1005,2.41,0.0
0,1229,3.15,0.0
0,1472,3.8,18700.0
1,1044,2.69,0.0
0,1486,3.56,24400.0
1,1094,2.63,20099.999999999996
1,1127,2.91,7200.0
0,1346,3.49,13600.000000000002
0,1484,3.68,18900.0
1,1029,2.38,0.0
0,1560,3.85,0.0
1,1140,2.89,0.0
0,1531,3.92,5200.0
0,1399,3.43,14800.0
1,1102,2.88,7500.0
1,1207,3.1,0.0
0,1280,3.06,0.0
1,1164,2.86,0.0
0,1238,3.12,0.0
1,1065,2.75,0.0
1,1203,2.83,5100.0
0,1467,3.51,16100.000000000002
0,1331,3.27,0.0
1,1030,2.38,10300.0
1,1158,2.97,0.0
1,1228,3.1,10600.0
1,1096,2.94,0.0
1,1040,2.57,0.0
1,1278,3.29,11600.0
1,1393,3.56,22599.999999999996
1,1175,3.03,9900.0
1,1252,2.95,23600.0
0,1355,3.26,11100.000000000002
0,1293,3.24,0.0
0,1576,4.0,0.0
1,1374,3.4,15800.0
1,1127,2.91,0.0
0,1436,3.77,6700.0
0,1203,3.19,0.0
0,1298,3.18,0.0
1,1194,3.0,0.0
1,1288,3.24,8900.0
0,1572,4.02,11700.0
0,1366,3.58,17300.0
1,1182,2.91,10500.0
1,1215,3.05,5100.0
1,1087,2.6,0.0
0,1336,3.4,11000.0
0,1478,3.51,0.0
1,1327,3.5,19600.0
1,1180,3.05,0.0
1,1350,3.23,17000.0
0,1408,3.48,9700.0
0,1394,3.45,8000.0
0,1459,3.58,12000.0
1,1141,2.95,0.0
0,1443,3.63,12500.0
0,1334,3.32,0.0
1,1091,2.85,22200.000000000004
0,1326,3.39,0.0
0,1469,3.84,23600.0
1,1287,3.14,15300.0
0,1367,3.55,0.0
1,1193,2.87,18200.0
0,1515,3.6,0.0
0,1575,3.91,13899.999999999998
1,1254,2.94,0.0
0,1432,3.61,5200.0
0,1321,3.28,0.0
1,1207,2.9,7000.0
1,1022,2.38,5699.999999999999
0,1291,3.34,9000.0
0,1510,3.88,24200.0
0,1459,3.49,6200.0
0,1468,3.64,12100.0
1,1308,3.18,10500.0
1,1109,2.77,0.0
0,1278,3.36,5300.0
1,1194,2.87,5400.0
0,1547,3.69,12400.0
1,1079,2.83,0.0
0,1580,3.83,8800.0
0,1468,3.63,17300.0
1,1173,2.74,6400.0
0,1571,4.1,0.0
0,1343,3.24,7300.0
0,1231,3.2,0.0
0,1522,3.66,13799.999999999998
0,1381,3.6,10000.0
1,1398,3.55,20800.0
0,1539,3.67,17300.0
1,1043,2.41,0.0
0,1331,3.22,0.0
1,1091,2.69,0.0
1,1152,2.71,0.0
1,1284,3.24,19100.0
0,1381,3.44,12100.0
0,1535,3.78,18100.0
0,1365,3.41,0.0
0,1319,3.35,0.0
1,1290,3.12,13600.000000000002
1,1130,2.86,14100.0
1,1031,2.59,0.0
1,1180,3.13,0.0
0,1477,3.52,7100.0
0,1269,3.27,0.0
0,1530,3.77,0.0
0,1419,3.71,11200.000000000002
1,1330,3.39,14400.0
0,1486,3.78,11600.0
0,1489,3.86,0.0
1,1019,2.69,7200.0
1,1218,3.17,13700.000000000002
0,1378,3.4,5600.000000000001
1,1400,3.45,23500.0
0,1349,3.25,5500.0
1,1090,2.85,12400.0
0,1265,3.15,0.0
1,1327,3.13,14100.0
1,1016,2.59,12400.0
0,1469,3.49,15500.0
0,1381,3.42,5300.0
1,1052,2.49,0.0
0,1480,3.53,6800.000000000001
0,1480,3.65,13700.000000000002
0,1200,3.19,0.0
0,1318,3.44,6800.000000000001
1,1056,2.79,0.0
1,1105,2.74,24200.0
0,1540,3.66,0.0
0,1529,4.0,0.0
0,1570,3.85,0.0
0,1458,3.79,10600.0
0,1374,3.42,9900.0
1,1216,2.85,14000.0
1,1018,2.36,0.0
0,1402,3.59,12100.0
0,1356,3.3,5200.0
0,1566,3.97,19100.0
1,1120,2.63,0.0
1,1145,3.01,14000.0
0,1498,3.89,13600.000000000002
1,1035,2.58,0.0
1,1033,2.51,21900.0
0,1414,3.66,0.0
1,1042,2.71,0.0
0,1349,3.27,5500.0
0,1527,3.77,14600.0
0,1411,3.58,7800.0
1,1424,3.42,24500.0
0,1460,3.57,23700.0
0,1263,3.06,0.0
1,1113,2.73,0.0
1,1111,2.79,0.0
0,1542,3.7,14600.0
1,1115,2.71,0.0
1,1151,2.97,0.0
0,1468,3.77,0.0
0,1349,3.22,0.0
0,1290,3.25,0.0
0,1294,3.41,8800.0
0,1576,3.99,16200.000000000002
0,1504,3.78,10000.0
0,1563,3.9,18800.0
1,1012,2.56,17600.0
1,1060,2.6,12100.0
0,1471,3.65,0.0
1,1063,2.8,0.0
1,1006,2.56,14500.0
1,1068,2.63,17500.0
0,1409,3.38,8900.0
1,1155,2.69,0.0
0,1282,3.21,0.0
0,1242,3.22,0.0
0,1565,3.89,9200.0
0,1419,3.7,5100.0
1,1291,3.39,12800.0
1,1221,2.9,0.0
0,1309,3.22,0.0
1,1197,2.88,0.0
1,1125,2.91,0.0
0,1426,3.66,14700.0
1,1258,2.96,14300.0
1,1151,2.91,0.0
0,1237,3.13,0.0
0,1575,3.91,14100.0
0,1429,3.48,0.0
0,1423,3.66,0.0
0,1556,3.98,5600.000000000001
1,1231,3.01,0.0
0,1544,3.77,8500.0
1,1055,2.56,0.0
1,1156,2.86,9500.0
1,1070,2.57,0.0
1,1210,3.2,21300.0
0,1383,3.35,0.0
0,1348,3.41,11600.0
0,1339,3.24,0.0
1,1127,2.92,5300.0
1,1130,2.72,0.0
0,1239,3.04,0.0
0,1456,3.76,20000.0
1,1029,2.75,9600.0
1,1072,2.56,0.0
1,1087,2.91,0.0
0,1549,3.86,12700.0
0,1275,3.15,0.0
0,1489,3.89,22000.0
0,1495,3.91,7100.0
